0,2,50,0,0,
0,3,1,1,0,
1,0,51,2,0,
2,0,51,3,1,
3,1,51,4,0,
4,0,51,5,d,
5,d,51,6,b,
6,b,51,7,8,
7,8,51,8,0,
8,0,51,9,0,1,2,3,
9,1,10,10,1,2,4,6,8,c,
9,0,27,11,0,1,3,4,5,7,8,9,b,e,f,
9,2,7,12,1,2,3,c,f,
9,3,7,13,0,4,8,c,
10,4,6,14,0,2,
10,c,5,15,2,
10,8,10,16,0,2,
10,3,5,17,0,2,
10,0,5,18,0,2,
10,2,2,19,0,
10,e,1,20,2,
10,7,4,21,2,
10,f,2,22,2,
10,9,2,23,2,
10,1,5,24,0,2,
10,5,1,25,2,
10,b,2,26,2,
10,6,1,27,0,
11,0,19,28,0,2,f,
11,2,32,29,0,2,5,8,f,
12,2,7,30,0,f,
12,0,35,31,0,1,2,5,6,7,a,c,e,
12,8,1,32,1,
12,f,7,33,2,8,e,f,
12,5,1,34,8,
13,f,3,35,6,b,c,
13,0,24,36,0,1,2,3,4,5,6,7,8,9,a,b,d,e,
13,1,8,37,0,3,4,5,8,9,a,e,
13,2,3,38,5,8,b,
13,a,1,39,d,
13,8,2,40,5,9,
13,5,1,41,f,
13,c,1,42,b,
13,6,1,43,2,
13,e,5,44,5,8,9,f,
13,7,2,45,1,
14,b,5,46,4,7,a,
14,1,4,47,3,7,e,
14,5,5,48,1,3,7,a,e,
14,e,6,49,8,a,b,c,d,
14,8,5,50,0,1,4,5,
14,0,2,51,0,3,
14,d,2,52,7,a,
14,c,1,53,3,
14,2,2,54,b,c,
14,a,2,55,a,d,
14,6,3,56,8,b,e,
14,4,4,57,a,e,f,
14,9,4,58,1,8,d,f,
14,f,3,59,3,7,a,
14,7,1,60,5,
14,3,2,61,1,6,
15,a,9,62,0,
15,7,5,63,0,
15,b,3,64,0,
15,4,2,65,0,
15,0,3,66,0,
15,3,6,67,0,
15,1,4,68,0,
15,d,3,69,0,
15,e,5,70,0,
15,f,2,71,0,
15,8,4,72,0,
15,5,2,73,0,
15,c,2,74,0,
15,6,1,75,0,
16,0,51,76,0,
17,0,51,77,0,
18,0,51,78,0,
19,0,51,79,0,
20,0,51,80,0,
21,0,51,81,0,
22,0,51,82,0,
23,0,51,83,0,
24,0,51,84,0,
25,0,51,85,0,
26,0,51,86,0,
27,0,51,87,0,
28,0,51,88,0,
29,0,51,89,0,
30,0,51,90,1,2,
31,2,48,91,
31,1,3,92,
9999999999999
9999999999999
